4-b-Kopplung-in Phase- Kupfer;4-b-Kopplung-in Phase- Kupfer;4-b-Kopplung-in Phase- Kupfer;4-b-Kopplung-in Phase- Kupfer;4-b-Kopplung-gegen Phase- Kupfer;4-b-Kopplung-gegen Phase- Kupfer;4-b-Kopplung-gegen Phase- Kupfer;4-b-Kopplung-gegen Phase- Kupfer;4-c-Kopplung-Schwebung- Kupfer;4-c-Kopplung-Schwebung- Kupfer;4-c-Kopplung-Schwebung- Kupfer;4-c-Kopplung-Schwebung- Kupfer
39.28;34.55;0.05;0.55;39.28;44.79;-0.17;-0.44;39.28;44.71;-0.01;-0.34
39.3;34.67;0.06;0.32;39.3;44.45;-0.18;-0.33;39.3;44.65;-0.02;-1.58E-05
39.32;34.79;0.06;0.42;39.32;44.09;-0.18;-0.22;39.32;44.64;-0.01;0.01
39.34;34.92;0.08;0.54;39.34;43.73;-0.18;-0.22;39.34;44.6;-0.02;-0.11
39.36;35.1;0.09;0.43;39.36;43.35;-0.19;-0.11;39.36;44.57;-0.02;-0.1
39.38;35.27;0.09;0.44;39.38;42.97;-0.19;0.01;39.38;44.53;-0.02;-0.22
39.4;35.47;0.1;0.32;39.4;42.59;-0.19;-0.1;39.4;44.48;-0.03;-0.11
39.42;35.68;0.11;0.32;39.42;42.22;-0.19;-0.23;39.42;44.43;-0.03;2.99E-13
39.44;35.9;0.12;0.44;39.44;41.82;-0.2;-0.01;39.44;44.38;-0.03;0.01
39.46;36.14;0.12;0.32;39.46;41.42;-0.19;0.11;39.46;44.33;-0.03;-0.11
39.48;36.4;0.13;0.32;39.48;41.05;-0.19;-0.01;39.48;44.28;-0.03;-0.12
39.5;36.65;0.14;0.44;39.5;40.65;-0.19;0.11;39.5;44.21;-0.03;0.11
39.52;36.95;0.15;0.22;39.52;40.27;-0.19;0.11;39.52;44.16;-0.03;0.12
39.54;37.24;0.15;0.1;39.54;39.89;-0.19;0.1;39.54;44.1;-0.03;-0.1
39.56;37.53;0.15;0.32;39.56;39.51;-0.19;0.32;39.56;44.05;-0.03;-0.23
39.58;37.84;0.16;0.44;39.58;39.15;-0.18;0.34;39.58;43.98;-0.03;-0.01
39.6;38.16;0.17;0.33;39.6;38.81;-0.17;0.1;39.6;43.91;-0.03;0.11
39.62;38.51;0.17;0.11;39.62;38.46;-0.17;0.2;39.62;43.86;-0.03;-0.01
39.64;38.85;0.17;-0.01;39.64;38.12;-0.16;0.43;39.64;43.79;-0.03;0.11
39.66;39.2;0.17;0.1;39.66;37.81;-0.16;0.43;39.66;43.74;-0.03;0.01
39.68;39.54;0.18;0.21;39.68;37.49;-0.15;0.43;39.68;43.69;-0.03;-0.11
39.7;39.9;0.18;0.22;39.7;37.22;-0.14;0.43;39.7;43.62;-0.03;9.9E-14
39.72;40.26;0.18;0.12;39.72;36.94;-0.13;0.43;39.72;43.57;-0.03;-0.01
39.74;40.64;0.19;-0.11;39.74;36.7;-0.12;0.42;39.74;43.5;-0.03;0.11
39.76;41;0.18;-0.11;39.76;36.46;-0.11;0.54;39.76;43.45;-0.03;0.11
39.78;41.36;0.18;-0.01;39.78;36.25;-0.1;0.54;39.78;43.4;-0.03;2.29E-13
39.8;41.72;0.18;0.11;39.8;36.06;-0.09;0.54;39.8;43.35;-0.03;1.49E-13
39.82;42.08;0.18;0.12;39.82;35.89;-0.08;0.54;39.82;43.3;-0.03;-1.15E-13
39.84;42.46;0.19;-0.1;39.84;35.75;-0.07;0.42;39.84;43.24;-0.03;8E-14
39.86;42.82;0.18;-0.22;39.86;35.61;-0.06;0.64;39.86;43.19;-0.03;-1.84E-13
39.88;43.18;0.18;-0.11;39.88;35.5;-0.04;0.76;39.88;43.14;-0.03;-0.01
39.9;43.53;0.18;0.01;39.9;35.43;-0.03;0.65;39.9;43.09;-0.03;0.11
39.92;43.89;0.18;-0.21;39.92;35.38;-0.02;0.54;39.92;43.04;-0.02;0.12
39.94;44.23;0.17;-0.34;39.94;35.36;-0.01;0.53;39.94;43;-0.02;-0.11
39.96;44.56;0.16;-0.11;39.96;35.34;0;0.65;39.96;42.95;-0.03;-0.11
39.98;44.89;0.16;-0.09;39.98;35.38;0.02;0.53;39.98;42.9;-0.03;1.15E-13
40;45.22;0.16;-0.32;40;35.41;0.02;0.64;40;42.85;-0.03;-0.01
40.02;45.53;0.15;-0.33;40.02;35.48;0.04;0.76;40.02;42.8;-0.03;0.11
40.04;45.82;0.15;-0.21;40.04;35.58;0.06;0.54;40.04;42.74;-0.02;0.12
40.06;46.11;0.14;-0.21;40.06;35.7;0.06;0.42;40.06;42.71;-0.02;-0.11
40.08;46.39;0.14;-0.31;40.08;35.84;0.07;0.53;40.08;42.66;-0.03;-0.11
40.1;46.66;0.13;-0.44;40.1;35.99;0.09;0.65;40.1;42.61;-0.03;-0.11
40.12;46.91;0.12;-0.32;40.12;36.18;0.1;0.54;40.12;42.56;-0.03;-0.12
40.14;47.15;0.12;-0.31;40.14;36.38;0.11;0.42;40.14;42.49;-0.03;0.11
40.16;47.37;0.11;-0.43;40.16;36.61;0.12;0.54;40.16;42.44;-0.03;0.01
40.18;47.58;0.1;-0.44;40.18;36.84;0.13;0.55;40.18;42.39;-0.03;-0.11
40.2;47.77;0.09;-0.32;40.2;37.12;0.14;0.32;40.2;42.32;-0.03;0.01
40.22;47.94;0.09;-0.31;40.22;37.39;0.14;0.31;40.22;42.26;-0.03;-0.11
40.24;48.12;0.08;-0.54;40.24;37.69;0.15;0.54;40.24;42.2;-0.03;-0.11
40.26;48.25;0.06;-0.44;40.26;37.99;0.16;0.44;40.26;42.13;-0.03;-0.11
40.28;48.38;0.06;-0.31;40.28;38.34;0.17;0.21;40.28;42.06;-0.04;-0.12
40.3;48.5;0.05;-0.54;40.3;38.66;0.17;0.33;40.3;41.97;-0.04;0.11
40.32;48.59;0.04;-0.54;40.32;39.02;0.18;0.22;40.32;41.9;-0.03;0.01
40.34;48.66;0.03;-0.43;40.34;39.38;0.18;0.09;40.34;41.84;-0.04;-0.22
40.36;48.71;0.02;-0.43;40.36;39.74;0.18;0.33;40.36;41.75;-0.04;-0.22
40.38;48.74;0.01;-0.42;40.38;40.12;0.19;0.23;40.38;41.66;-0.05;-0.12
40.4;48.76;0.01;-0.54;40.4;40.52;0.19;-0.01;40.4;41.56;-0.05;0.11
40.42;48.76;-0.01;-0.55;40.42;40.9;0.19;0.11;40.42;41.47;-0.04;0.01
40.44;48.73;-0.02;-0.31;40.44;41.29;0.2;0.01;40.44;41.39;-0.05;-0.22
40.46;48.7;-0.02;-0.42;40.46;41.69;0.19;-0.12;40.46;41.29;-0.05;-0.22
40.48;48.65;-0.03;-0.55;40.48;42.06;0.19;0.11;40.48;41.18;-0.06;-0.11
40.5;48.56;-0.04;-0.43;40.5;42.46;0.2;0.01;40.5;41.06;-0.06;-4.97E-13
40.52;48.48;-0.05;-0.43;40.52;42.86;0.19;-0.21;40.52;40.96;-0.06;-4.97E-13
40.54;48.36;-0.06;-0.43;40.54;43.23;0.19;-0.21;40.54;40.84;-0.06;0.01
40.56;48.24;-0.07;-0.44;40.56;43.61;0.19;-0.21;40.56;40.74;-0.06;-0.22
40.58;48.08;-0.08;-0.32;40.58;43.97;0.18;-0.21;40.58;40.62;-0.06;-0.23
40.6;47.93;-0.08;-0.42;40.6;44.34;0.18;-0.21;40.6;40.48;-0.06;0.01
40.62;47.76;-0.09;-0.55;40.62;44.68;0.17;-0.21;40.62;40.36;-0.06;-0.11
40.64;47.56;-0.1;-0.32;40.64;45.03;0.17;-0.32;40.64;40.22;-0.07;-0.11
40.66;47.35;-0.11;-0.32;40.66;45.35;0.16;-0.43;40.66;40.08;-0.07;-3.4E-13
40.68;47.13;-0.12;-0.32;40.68;45.66;0.15;-0.43;40.68;39.95;-0.07;0
40.7;46.89;-0.12;-0.32;40.7;45.96;0.14;-0.44;40.7;39.81;-0.07;0
40.72;46.65;-0.13;-0.44;40.72;46.23;0.13;-0.32;40.72;39.67;-0.07;0.01
40.74;46.37;-0.14;-0.33;40.74;46.49;0.13;-0.3;40.74;39.53;-0.07;-0.11
40.76;46.1;-0.14;-0.22;40.76;46.75;0.12;-0.64;40.76;39.4;-0.07;-0.12
40.78;45.81;-0.15;-0.1;40.78;46.98;0.1;-0.66;40.78;39.24;-0.07;0.11
40.8;45.51;-0.15;-0.2;40.8;47.17;0.1;-0.42;40.8;39.1;-0.07;0.11
40.82;45.22;-0.15;-0.44;40.82;47.36;0.09;-0.54;40.82;38.97;-0.07;-3.4E-13
40.84;44.9;-0.16;-0.22;40.84;47.51;0.07;-0.54;40.84;38.83;-0.07;-0.01
40.86;44.57;-0.16;-0.1;40.86;47.65;0.07;-0.53;40.86;38.69;-0.07;0.11
40.88;44.24;-0.17;-0.22;40.88;47.78;0.05;-0.64;40.88;38.55;-0.06;0.11
40.9;43.9;-0.17;-0.11;40.9;47.86;0.04;-0.64;40.9;38.43;-0.06;-0.01
40.92;43.55;-0.17;-0.11;40.92;47.93;0.03;-0.64;40.92;38.29;-0.06;0.11
40.94;43.21;-0.18;-0.11;40.94;47.97;0.01;-0.65;40.94;38.17;-0.06;0.11
40.96;42.85;-0.18;0.01;40.96;47.99;0.0006;-0.54;40.96;38.05;-0.06;0.1
40.98;42.51;-0.18;-0.11;40.98;47.97;-0.01;-0.53;40.98;37.93;-0.06;0.22
41;42.14;-0.18;-0.11;41;47.96;-0.02;-0.65;41;37.83;-0.05;0.22
41.02;41.78;-0.18;-0.01;41.02;47.89;-0.03;-0.53;41.02;37.72;-0.05;0.22
41.04;41.42;-0.18;0.11;41.04;47.82;-0.04;-0.64;41.04;37.64;-0.04;0.22
41.06;41.06;-0.18;0.11;41.06;47.72;-0.06;-0.77;41.06;37.55;-0.04;0.22
41.08;40.72;-0.18;-8.17E-13;41.08;47.59;-0.07;-0.55;41.08;37.48;-0.03;0.1
41.1;40.35;-0.18;8.17E-13;41.1;47.43;-0.08;-0.42;41.1;37.41;-0.03;0.2
41.12;40.01;-0.18;-0.01;41.12;47.26;-0.09;-0.53;41.12;37.34;-0.03;0.44
41.14;39.65;-0.18;0.22;41.14;47.07;-0.1;-0.66;41.14;37.31;-0.02;0.22
41.16;39.3;-0.17;0.22;41.16;46.85;-0.12;-0.43;41.16;37.27;-0.02;0.1
41.18;38.98;-0.17;0.1;41.18;46.61;-0.12;-0.42;41.18;37.24;-0.01;0.35
41.2;38.63;-0.16;0.22;41.2;46.37;-0.13;-0.67;41.2;37.22;0;-0.12
41.22;38.32;-0.16;0.21;41.22;46.08;-0.15;-0.33;41.22;37.22;-0.02;0.04
41.24;37.99;-0.16;0.33;41.24;45.79;-0.15;-0.19;41.24;37.15;0;1.32
41.26;37.7;-0.15;0.22;41.26;45.5;-0.15;-0.55;41.26;37.22;0.03;0.8
41.28;37.41;-0.15;0.2;41.28;45.17;-0.17;-0.44;41.28;37.29;0.03;-0.23
41.3;37.11;-0.14;0.44;41.3;44.83;-0.17;-0.21;41.3;37.34;0.03;0.09
41.32;36.86;-0.13;0.33;41.32;44.49;-0.18;-0.32;41.32;37.39;0.03;0.44
41.34;36.6;-0.12;0.21;41.34;44.13;-0.18;-0.34;41.34;37.47;0.04;0.21
41.36;36.36;-0.12;0.32;41.36;43.75;-0.19;-0.11;41.36;37.56;0.04;0.2
41.38;36.11;-0.11;0.44;41.38;43.37;-0.19;-0.1;41.38;37.64;0.05;0.43
41.4;35.91;-0.1;0.32;41.4;42.99;-0.19;-0.22;41.4;37.76;0.06;0.43
41.42;35.7;-0.1;0.32;41.42;42.59;-0.2;-0.11;41.42;37.88;0.07;0.44
41.44;35.51;-0.09;0.43;41.44;42.2;-0.2;0.01;41.44;38.04;0.08;0.32
41.46;35.34;-0.08;0.43;41.46;41.8;-0.2;-0.11;41.46;38.19;0.08;0.32
41.48;35.18;-0.07;0.43;41.48;41.41;-0.2;-0.12;41.48;38.36;0.09;0.33
41.5;35.04;-0.06;0.43;41.5;40.99;-0.2;0.1;41.5;38.55;0.09;0.21
41.52;34.92;-0.06;0.43;41.52;40.6;-0.2;0.22;41.52;38.74;0.1;0.32
41.54;34.82;-0.05;0.43;41.54;40.2;-0.19;0.11;41.54;38.95;0.11;0.33
41.56;34.73;-0.04;0.43;41.56;39.82;-0.19;0.1;41.56;39.17;0.11;0.21
41.58;34.66;-0.03;0.43;41.58;39.43;-0.19;0.22;41.58;39.39;0.12;0.32
41.6;34.61;-0.02;0.42;41.6;39.07;-0.19;0.21;41.6;39.63;0.12;0.33
41.62;34.57;-0.01;0.54;41.62;38.68;-0.18;0.32;41.62;39.89;0.13;0.21
41.64;34.55;-0.000432;0.55;41.64;38.34;-0.17;0.33;41.64;40.15;0.13;0.33
41.66;34.57;0.01;0.32;41.66;38;-0.17;0.21;41.66;40.42;0.14;0.23
41.68;34.59;0.01;0.42;41.68;37.67;-0.16;0.31;41.68;40.71;0.14;-0.01
41.7;34.62;0.03;0.54;41.7;37.34;-0.16;0.54;41.7;40.99;0.14;0.09
41.72;34.69;0.03;0.43;41.72;37.05;-0.14;0.44;41.72;41.28;0.15;0.32
41.74;34.76;0.04;0.43;41.74;36.77;-0.14;0.31;41.74;41.57;0.15;0.34
41.76;34.86;0.05;0.43;41.76;36.49;-0.13;0.53;41.76;41.9;0.16;-0.000193
41.78;34.96;0.06;0.44;41.78;36.25;-0.12;0.65;41.78;42.21;0.15;-0.01
41.8;35.1;0.07;0.32;41.8;36.03;-0.1;0.54;41.8;42.52;0.16;0.23
41.82;35.23;0.07;0.42;41.82;35.84;-0.1;0.42;41.82;42.84;0.16;-0.000198
41.84;35.39;0.09;0.55;41.84;35.65;-0.09;0.53;41.84;43.17;0.16;-0.01
41.86;35.58;0.09;0.32;41.86;35.49;-0.07;0.65;41.86;43.48;0.16;0.12
41.88;35.77;0.1;0.32;41.88;35.35;-0.06;0.65;41.88;43.82;0.16;-0.11
41.9;35.97;0.11;0.32;41.9;35.25;-0.05;0.54;41.9;44.13;0.16;0.000204
41.92;36.19;0.11;0.32;41.92;35.16;-0.04;0.53;41.92;44.46;0.16;0.01
41.94;36.42;0.12;0.44;41.94;35.09;-0.03;0.65;41.94;44.79;0.16;-0.11
41.96;36.67;0.13;0.32;41.96;35.05;-0.01;0.65;41.96;45.09;0.16;-0.09
41.98;36.93;0.13;0.32;41.98;35.04;-0.000657;0.64;41.98;45.42;0.16;-0.33
42;37.2;0.14;0.33;42;35.05;0.01;0.64;42;45.72;0.15;-0.23
42.02;37.5;0.15;0.1;42.02;35.08;0.03;0.64;42.02;46.01;0.15;0.01
42.04;37.79;0.15;0.21;42.04;35.15;0.04;0.64;42.04;46.3;0.15;-0.06
42.06;38.08;0.15;0.33;42.06;35.24;0.05;0.65;42.06;46.59;0.14;-0.77
42.08;38.41;0.16;0.1;42.08;35.36;0.06;0.54;42.08;46.87;0.12;-0.49
42.1;38.72;0.16;0.21;42.1;35.49;0.07;0.54;42.1;47.06;0.12;0.47
42.12;39.04;0.17;0.33;42.12;35.65;0.09;0.54;42.12;47.37;0.13;-0.19
42.14;39.39;0.17;0.11;42.14;35.83;0.09;0.42;42.14;47.59;0.12;-0.65
42.16;39.73;0.17;-0.01;42.16;36.02;0.1;0.64;42.16;47.84;0.11;-0.55
42.18;40.07;0.17;0.11;42.18;36.24;0.12;0.66;42.18;48.03;0.09;-0.32
42.2;40.42;0.18;0.11;42.2;36.5;0.13;0.43;42.2;48.22;0.1;-0.3
42.22;40.78;0.18;1.56E-12;42.22;36.76;0.14;0.43;42.22;48.41;0.08;-0.67
42.24;41.12;0.18;-8.52E-13;42.24;37.05;0.15;0.43;42.24;48.55;0.07;-0.32
42.26;41.48;0.18;-0.01;42.26;37.34;0.15;0.43;42.26;48.68;0.07;-0.29
42.28;41.83;0.18;0.11;42.28;37.67;0.16;0.43;42.28;48.82;0.06;-0.74
42.3;42.19;0.18;0.01;42.3;37.99;0.17;0.44;42.3;48.91;0.04;-0.88
42.32;42.55;0.18;-0.22;42.32;38.35;0.18;0.22;42.32;48.98;0.02;-0.57
42.34;42.89;0.17;-0.11;42.34;38.71;0.18;0.1;42.34;49;0.02;-0.09
42.36;43.24;0.17;0.01;42.36;39.07;0.18;0.32;42.36;49.05;0.02;-0.3
42.38;43.58;0.17;-0.1;42.38;39.45;0.19;0.44;42.38;49.07;0.01;-0.64
42.4;43.93;0.17;-0.21;42.4;39.85;0.2;0.23;42.4;49.07;-0.01;-0.64
42.42;44.25;0.16;-0.21;42.42;40.26;0.2;-0.11;42.42;49.04;-0.02;-0.72
42.44;44.58;0.16;-0.22;42.44;40.65;0.2;-0.01;42.44;48.99;-0.04;-1.22
42.46;44.89;0.15;-0.1;42.46;41.05;0.2;0.22;42.46;48.89;-0.07;-0.73
42.48;45.2;0.16;-0.2;42.48;41.46;0.21;0.12;42.48;48.72;-0.07;0.58
42.5;45.51;0.15;-0.44;42.5;41.87;0.21;-0.11;42.5;48.63;-0.05;-0.03
42.52;45.79;0.14;-0.22;42.52;42.29;0.2;-0.11;42.52;48.53;-0.07;-1.21
42.54;46.06;0.14;-0.09;42.54;42.68;0.2;0.01;42.54;48.36;-0.09;-0.88
42.56;46.34;0.13;-0.31;42.56;43.1;0.2;-0.1;42.56;48.16;-0.1;-0.53
42.58;46.6;0.13;-0.44;42.58;43.49;0.2;-0.21;42.58;47.95;-0.12;-0.66
42.6;46.84;0.12;-0.32;42.6;43.89;0.19;-0.32;42.6;47.7;-0.13;-0.43
42.62;47.06;0.11;-0.31;42.62;44.27;0.19;-0.34;42.62;47.44;-0.13;-0.42
42.64;47.29;0.1;-0.44;42.64;44.63;0.18;-0.1;42.64;47.17;-0.15;-0.66
42.66;47.48;0.09;-0.32;42.66;44.99;0.18;-0.2;42.66;46.86;-0.16;-0.43
42.68;47.67;0.09;-0.31;42.68;45.35;0.17;-0.44;42.68;46.53;-0.16;-0.42
42.7;47.84;0.08;-0.43;42.7;45.68;0.16;-0.32;42.7;46.21;-0.18;-0.55
42.72;48;0.07;-0.43;42.72;46.01;0.16;-0.31;42.72;45.83;-0.18;-0.32
42.74;48.13;0.07;-0.43;42.74;46.32;0.15;-0.54;42.74;45.47;-0.19;-0.43
42.76;48.26;0.06;-0.43;42.76;46.61;0.14;-0.54;42.76;45.07;-0.2;-0.44
42.78;48.36;0.05;-0.43;42.78;46.87;0.13;-0.42;42.78;44.66;-0.21;-0.22
42.8;48.45;0.04;-0.42;42.8;47.13;0.12;-0.54;42.8;44.25;-0.21;-0.2
42.82;48.52;0.03;-0.54;42.82;47.35;0.11;-0.54;42.82;43.82;-0.21;-0.54
42.84;48.57;0.02;-0.55;42.84;47.56;0.1;-0.53;42.84;43.39;-0.23;-0.47
42.86;48.59;0.01;-0.32;42.86;47.75;0.09;-0.65;42.86;42.89;-0.23;0.23
42.88;48.61;0;-0.31;42.88;47.91;0.07;-0.54;42.88;42.46;-0.22;0.02
42.9;48.61;0;-0.54;42.9;48.05;0.07;-0.53;42.9;42;-0.23;-0.33
42.92;48.59;-0.02;-0.55;42.92;48.17;0.05;-0.64;42.92;41.53;-0.24;-0.23
42.94;48.54;-0.03;-0.43;42.94;48.26;0.04;-0.64;42.94;41.05;-0.24;-0.000296
42.96;48.49;-0.03;-0.43;42.96;48.33;0.03;-0.64;42.96;40.57;-0.24;0.01
42.98;48.41;-0.04;-0.43;42.98;48.37;0.01;-0.64;42.98;40.11;-0.24;-0.23
43;48.32;-0.05;-0.43;43;48.38;0.000907;-0.65;43;39.6;-0.25;-0.01
43.02;48.2;-0.06;-0.43;43.02;48.37;-0.01;-0.65;43.02;39.12;-0.24;0.22
43.04;48.08;-0.07;-0.44;43.04;48.34;-0.02;-0.65;43.04;38.64;-0.24;0.22
43.06;47.93;-0.08;-0.32;43.06;48.27;-0.04;-0.54;43.06;38.18;-0.23;0.11
43.08;47.78;-0.08;-0.31;43.08;48.18;-0.05;-0.53;43.08;37.71;-0.23;0.1
43.1;47.61;-0.09;-0.54;43.1;48.08;-0.06;-0.65;43.1;37.25;-0.23;0.22
43.12;47.42;-0.1;-0.56;43.12;47.95;-0.07;-0.65;43.12;36.8;-0.22;0.21
43.14;47.19;-0.11;-0.22;43.14;47.79;-0.09;-0.65;43.14;36.35;-0.22;0.32
43.16;46.97;-0.11;-0.2;43.16;47.61;-0.1;-0.65;43.16;35.92;-0.21;0.43
43.18;46.75;-0.12;-0.44;43.18;47.4;-0.11;-0.55;43.18;35.5;-0.2;0.43
43.2;46.49;-0.13;-0.32;43.2;47.16;-0.12;-0.43;43.2;35.11;-0.19;0.44
43.22;46.23;-0.13;-0.32;43.22;46.92;-0.13;-0.43;43.22;34.73;-0.19;0.22
43.24;45.96;-0.14;-0.34;43.24;46.65;-0.14;-0.42;43.24;34.37;-0.19;0.08
43.26;45.67;-0.15;-0.1;43.26;46.37;-0.15;-0.54;43.26;33.99;-0.18;0.62
43.28;45.38;-0.15;-0.21;43.28;46.07;-0.16;-0.55;43.28;33.64;-0.16;1.2
43.3;45.09;-0.15;-0.34;43.3;45.74;-0.17;-0.32;43.3;33.35;-0.13;0.89
43.32;44.76;-0.16;-0.1;43.32;45.4;-0.17;-0.32;43.32;33.11;-0.12;0.32
43.34;44.45;-0.16;-0.21;43.34;45.05;-0.18;-0.44;43.34;32.85;-0.12;0.43
43.36;44.12;-0.17;-0.34;43.36;44.68;-0.19;-0.22;43.36;32.62;-0.11;0.54
43.38;43.78;-0.17;-0.11;43.38;44.3;-0.19;-0.09;43.38;32.41;-0.1;0.53
43.4;43.43;-0.17;0.01;43.4;43.92;-0.19;-0.33;43.4;32.22;-0.09;0.75
43.42;43.09;-0.17;-0.11;43.42;43.52;-0.2;-0.23;43.42;32.07;-0.07;0.75
43.44;42.75;-0.18;-0.11;43.44;43.11;-0.2;0.01;43.44;31.95;-0.06;0.75
43.46;42.38;-0.18;0.01;43.46;42.72;-0.2;-0.22;43.46;31.84;-0.04;0.87
43.48;42.04;-0.18;-0.11;43.48;42.3;-0.21;-0.24;43.48;31.79;-0.02;0.65
43.5;41.68;-0.18;-0.01;43.5;41.87;-0.21;0.11;43.5;31.75;-0.01;0.64
43.52;41.32;-0.18;0.23;43.52;41.46;-0.21;0.11;43.52;31.73;0;0.86
43.54;40.97;-0.17;0.01;43.54;41.05;-0.21;9.87E-13;43.54;31.77;0.02;0.75
43.56;40.63;-0.18;-0.12;43.56;40.63;-0.21;-0.01;43.56;31.82;0.03;0.75
43.58;40.27;-0.18;0.11;43.58;40.22;-0.21;0.1;43.58;31.9;0.05;0.76
43.6;39.92;-0.17;0.11;43.6;39.81;-0.2;0.22;43.6;32.02;0.06;0.63
43.62;39.58;-0.17;0.1;43.62;39.41;-0.2;0.22;43.62;32.16;0.08;0.87
43.64;39.23;-0.17;0.22;43.64;39.01;-0.19;0.22;43.64;32.33;0.1;0.55
43.66;38.91;-0.16;0.11;43.66;38.64;-0.19;0.21;43.66;32.55;0.1;0.28
43.68;38.58;-0.16;0.1;43.68;38.26;-0.19;0.32;43.68;32.72;0.11;1.18
43.7;38.25;-0.16;0.32;43.7;37.89;-0.18;0.44;43.7;32.99;0.15;1.32
43.72;37.94;-0.15;0.33;43.72;37.55;-0.17;0.32;43.72;33.3;0.16;0.66
43.74;37.65;-0.15;0.21;43.74;37.22;-0.16;0.31;43.74;33.64;0.17;0.31
43.76;37.36;-0.14;0.32;43.76;36.89;-0.16;0.54;43.76;33.99;0.18;0.52
43.78;37.08;-0.13;0.33;43.78;36.6;-0.14;0.54;43.78;34.34;0.19;0.88
43.8;36.82;-0.13;0.21;43.8;36.32;-0.13;0.43;43.8;34.76;0.21;0.55
43.82;36.56;-0.13;0.32;43.82;36.06;-0.13;0.42;43.82;35.19;0.21;0.31
43.84;36.32;-0.12;0.32;43.84;35.82;-0.12;0.53;43.84;35.61;0.22;0.54
43.86;36.1;-0.11;0.32;43.86;35.6;-0.1;0.65;43.86;36.08;0.24;0.54
43.88;35.87;-0.1;0.44;43.88;35.41;-0.09;0.65;43.88;36.56;0.24;0.42
43.9;35.68;-0.09;0.32;43.9;35.23;-0.08;0.54;43.9;37.06;0.25;0.54
43.92;35.49;-0.09;0.42;43.92;35.1;-0.07;0.53;43.92;37.57;0.27;0.55
43.94;35.32;-0.08;0.55;43.94;34.95;-0.06;0.65;43.94;38.12;0.27;0.33
43.96;35.18;-0.07;0.32;43.96;34.87;-0.04;0.65;43.96;38.67;0.28;0.21
43.98;35.04;-0.06;0.32;43.98;34.78;-0.03;0.65;43.98;39.24;0.28;0.21
44;34.92;-0.06;0.43;44;34.75;-0.02;0.65;44;39.8;0.29;0.22
44.02;34.82;-0.05;0.42;44.02;34.71;0;0.65;44.02;40.39;0.29;0.11
44.04;34.73;-0.04;0.54;44.04;34.73;0.01;0.64;44.04;40.97;0.29;0.11
44.06;34.66;-0.03;0.55;44.06;34.74;0.02;0.65;44.06;41.55;0.3;0.11
44.08;34.63;-0.02;0.32;44.08;34.81;0.03;0.53;44.08;42.16;0.3;-0.01
44.1;34.59;-0.01;0.42;44.1;34.88;0.04;0.64;44.1;42.74;0.3;0.11
44.12;34.57;-0.000432;0.54;44.12;34.98;0.06;0.76;44.12;43.34;0.3;0.01
44.14;34.59;0.01;0.43;44.14;35.11;0.07;0.65;44.14;43.94;0.3;-0.21
44.16;34.6;0.02;0.43;44.16;35.27;0.09;0.54;44.16;44.53;0.29;-0.21
44.18;34.66;0.03;0.42;44.18;35.46;0.09;0.42;44.18;45.11;0.29;-0.21
44.2;34.71;0.03;0.54;44.2;35.64;0.1;0.64;44.2;45.68;0.28;-0.31
44.22;34.79;0.05;0.44;44.22;35.87;0.12;0.66;44.22;46.25;0.28;-0.45
44.24;34.89;0.05;0.32;44.24;36.12;0.13;0.43;44.24;46.78;0.27;-0.11
44.26;35;0.06;0.43;44.26;36.38;0.14;0.43;44.26;47.31;0.27;-0.09
44.28;35.13;0.07;0.42;44.28;36.67;0.15;0.42;44.28;47.87;0.26;-0.43
44.3;35.27;0.08;0.54;44.3;36.96;0.15;0.54;44.3;48.36;0.25;-0.41
44.32;35.44;0.09;0.44;44.32;37.29;0.17;0.44;44.32;48.88;0.25;-0.74
44.34;35.63;0.09;0.2;44.34;37.63;0.17;0.32;44.34;49.35;0.22;-0.9
44.36;35.82;0.1;0.42;44.36;37.97;0.18;0.44;44.36;49.78;0.21;-0.32
44.38;36.02;0.11;0.55;44.38;38.35;0.19;0.22;44.38;50.19;0.21;-0.38
44.4;36.26;0.12;0.21;44.4;38.73;0.19;0.1;44.4;50.63;0.2;0.57
44.42;36.5;0.12;0.2;44.42;39.11;0.19;0.32;44.42;50.97;0.23;-1.48
44.44;36.74;0.13;0.44;44.44;39.5;0.2;0.45;44.44;51.56;0.14;-0.59
44.46;37.02;0.14;0.33;44.46;39.91;0.21;0.13;44.46;51.52;0.21;3.89
44.48;37.29;0.14;0.21;44.48;40.35;0.21;-0.23;44.48;52.41;0.29;-5.69
44.5;37.58;0.15;0.21;44.5;40.74;0.2;0.1;44.5;52.69;-0.02;-5.04
44.52;37.87;0.15;0.32;44.52;41.15;0.21;0.23;44.52;52.34;0.09;5.96
44.54;38.18;0.16;0.33;44.54;41.58;0.21;-1.9E-12;44.54;53.05;0.22;-0.61
44.56;38.51;0.16;0.22;44.56;41.99;0.21;0.01;44.56;53.23;0.07;-4.35
44.58;38.84;0.17;0.11;44.58;42.42;0.21;-0.11;44.58;53.31;0.05;-0.63
44.6;39.18;0.17;0.1;44.6;42.84;0.21;-0.11;44.6;53.42;0.04;-0.85
44.62;39.5;0.17;0.22;44.62;43.25;0.21;-0.1;44.62;53.47;0.01;-0.98
44.64;39.87;0.18;0.11;44.64;43.66;0.2;-0.21;44.64;53.47;0;-0.73
